Date,Operator,Location,Fatalities,Aboard
1937-05-20,Deutsche Lufthansa,"Stuttgart, Germany",4,4
1937-07-02,Private - Purdue Reasearch Foundation,"Off Lae, New Guinea",2,2
1937-07-28,KLM Royal Dutch Airlines,"Hal, Belgium",15,15
1937-08-02,Ala Littoria,"Wadi Halfa, Sudan",9,9
1937-08-03,Pan American Grace Airways,"Off Cristobal, Panama",14,14
1937-08-08,China National Aviation Corporation,"Chilang Point, Bias Bay, China",3,11
1937-08-10,Eastern Air Lines,"Daytona Beach, Florida",4,9
1937-08-23,Pan American Grace Airways,"San Luis, Argentina",3,3
1937-08-27,Guinea Airways,"Wau, Australia",1,2
1938-03-23,Air France,"Corsavy, France",8,8
1937-10-01,Imperial Airways,"Phaleron Bay, Greece",2,14
1937-10-06,KLM Royal Dutch Airlines,"Palembang, Netherlands Indies",4,5
1937-10-17,United Air Lines,"Haydens Peak, Wyoming",19,19
1937-11-12,Deutsche Lufthansa,"Mannheim, Germany",10,12
1937-11-16,Sabena,"Ostende, Belgium",11,11
1937-11-26,Deutsche Lufthansa,"Croydon, London",3,3
1937-12-05,Imperial Airways,"Brindisi Harbor, Italy",2,19
1937-12-08,Air France,"Saint Sauveur, France",2,7
1937-12-24,Air France,"Kasperske Hory, Czechoslovakia",3,3
1938-01-04,Deutsche Lufthansa,"Frankfurt, Germany",6,6
1938-01-10,Northwest Orient Airlines,"Bozeman, Montana",10,10
1938-01-11,Pan American World Airways,"Pago Pago, U.S. Samoa",7,7
1938-01-12,General Airways,"North Pine, Ontario, Canada",1,1
1938-02-02,Military - U.S. Navy / Military - U.S. Navy,"Off San Clemente Island, California",11,14
1938-02-05,TsAGI,"Kandalaksha, Russia",13,19
1938-02-09,Air France,"Marseille, France",8,12
1938-02-09,Mexicana,"Guadalupe, Mexico",2,2
1938-02-22,Deutsche Lufthansa,"Pontoise, France",3,3
1938-03-01,Trans Continental and Western Air,"Near Wawona, Cailifornia",9,9
1938-03-07,Air France,"Datia, India",7,7
1938-03-08,Australian National Airways,"Somerton, Australia",1,1
1938-04-12,Ala Littoria,"Near Formia, Italy",19,19
1938-05-05,Lineas Aéreas Mineras,"Balbuena, Mexico",1,6
1938-05-10,United Airways of New Zealand,"Mangere, New Zealand",2,2
1938-05-16,Northwest Orient Airlines,"Near Saugus, California",9,9
1938-05-22,Cruzeiro do Sul,"Sao Paulo, Brazil",2,17
1938-05-24,United Air Lines,"Cleveland, Ohio",10,10
1938-05-27,Deutsche Lufthansa,Germany,3,3
1938-05-27,Ginger Coote Airways,"Alberno Canal, BC, Canada",1,1
1938-06-08,Wilson Airways,Tanganyika,3,3
1938-06-19,Pan American Grace Airways,"Mount  Mercedario, Chile",4,4
1938-07-08,Northwest Orient Airlines,"Billings, Montana",10,10
1938-07-14,Ala Littoria,"Off Sardinia, Italy",20,20
1938-07-22,LOT Polish Airlines,"Stulpica, Romania",14,14
1938-07-24,Military - Colombian Army,Near Bogota Colombia,1,1
1938-07-27,Imperial Airways,"Kisumu, Kenya",4,4
1938-07-29,Pan American World Airways,PacifiOcean between Manila and Guam,15,15
1938-08-10,Dai Nippon,"Shishijima, Japan",6,6
1938-08-10,,"Debrecen, Hungary",12,12
1938-08-13,CSA Czech Airlines,"Kiel, Germany",16,17
1938-08-15,Syndicato Condor,"Guanabara, Brazil",9,9
1938-08-18,LOT Polish Airlines,"Bucharest, Romania",7,7
1938-08-18,Macchi,"Montnago, Italy",13,13
1938-08-24,China National Aviation Corporation,"Wangmoon, China",14,17
1938-08-29,North Queensland Airways,"Innisfail, Australia",5,9
1938-10-01,Deutsche Lufthansa,"Off Bathurst, Gambia",4,4
1938-10-01,Deutsche Lufthansa,"Grisons, Switzerland",13,13
1938-10-10,Sabena,"Soest, Germany",20,20
1938-10-25,Australian National Airways,"Mt. Dandenong, Australia",18,18
1938-11-02,British Airways,"Somerset, England",2,2
1938-11-04,Jersey Airways,"Channel Islands, Jersey",14,14
1938-11-14,KLM Royal Dutch Airlines,"Schiphol, Amsterdam",6,19
1938-11-18,Trans Canada Air Lines,"Regina, Saskatchewan, Canada",2,2
1938-11-26,Deutsche Lufthansa,"Bathurst, Gambia",11,15
1938-11-27,Imperial Airways,"Bagdad, Iraq",4,6
1938-11-29,United Air Lines,"Off Point Reyes, California",7,7
1938-12-08,Japan Aviation Corporation,"Off Kubashima, Japan",10,12
1938-12-09,KLM Royal Dutch Airlines,"Amsterdam, Netherlands",4,4
1938-12-12,Qantas,"Darwin, Australia",13,13
1939-01-07,Swissair,"Paris, France",5,9
1939-01-13,Northwest Orient Airlines,"Miles City, Montana",4,4
1939-01-13,Syndicato Condor,"Rio de Janeiro, Brazil",9,9
1939-01-18,Guinea Airways,"Katherine, Australia",4,4
1939-01-21,Imperial Airways,AtlantiOcean between N.Y. and Bermuda,3,13
1939-02-24,Deutsche Lufthansa,Mediterranean Sea,10,10
1939-03-14,Sabena,"Haren, Belgium",3,3
1939-03-16,Deutsche Lufthansa,"Manzanares, Colombia",8,8
1939-03-18,Boeing Aircraft Company,"Near Adler, Washington",10,10
1940-08-09,Deutsche Lufthansa,"Hannover, Germany",2,13
1941-06-03,Great Western and Southern Air Lines,AtlantiOcean,6,6
1939-03-26,Braniff Airlines,"Oklahoma City, Oklahoma",8,12
1939-04-03,Air France,"Near Marrakech, Morocco",9,9
1939-05-01,Imperial Airways,Mocambique,2,6
1939-05-02,Air France,"Near Marrakech, Morocco",9,9
1939-05-08,Military - Ecuadorian Air Force,"Guayaquil, Ecuador",1,1
1939-06-10,KLM Royal Dutch Airlines,"Vlissingen, The Netherlands",3,3
1939-07-20,Swissair,"Konstanz, Switzerland",6,6
1939-08-04,Deutsche Lufthansa,"Barcelona, Spain",7,7
1939-08-13,Pan American World Airways,"Rio de Janerio, Brazil",14,16
1939-08-15,British Airways,"Off Copenhagen, Denmark",5,6
1939-08-28,Indian National Airways,"Lahore, India",2,2
1939-08-30,Deutsche Lufthansa,"Hannover, Germany",7,7
1939-09-26,KLM Royal Dutch Airlines,North Sea,1,0
1939-11-20,British Airways,"Gosport, England",2,2
1939-12-18,Iberia Airlines,South of Gibraltar,10,10
1939-12-21,Imperial Airways,Off Malta-Luqa,5,11
1939-12-24,Linee Aeree Italiane,"Mogador, Morocco",7,7
1940-01-15,KNILM,"Denpasar, Indonesia",8,9
1940-03-01,Imperial Airways,Gulf of Oman,8,8
1940-04-22,British Overseas Airways,"Near Loch Lomond, Scotland",3,3
1940-06-02,Douglas Aircraft Company,"El Segundo, California",5,5
1940-06-14,Aero O-Y,"Off Prangli Island, Gulf of Finland, Estonia",9,9
1940-06-20,Air France,"Near Ouistreham, France",1,1
1940-07-07,Air France,Gulf of Tonkin,0,0
1940-08-13,Military - Royal Australian Air Force,"Near Canberra, Australia",10,10
1940-08-23,LARES,"Cluj, Romania",14,18
1940-08-31,Pennsylvania Central Airlines,"Near Lovettsville, Virginia",25,25
1940-10-29,China National Aviation Corporation,"Near Changyi, China",9,14
1940-10-29,Deutsche Lufthansa,"Berlin, Germany",2,15
1940-11-04,United Air Lines,"Near Centerville, Utah",10,10
1940-11-08,Deutsche Lufthansa,"Brauna, Germany",29,29
1940-11-09,,"Rio de Janeiro, Brazil",18,18
1940-11-27,Air France,Mediterranean Sea,6,6
1940-12-04,United Air Lines,"Chicago, Illinois",10,16
1941-01-15,LATI,Off South Africa,10,10
1941-01-18,Malert Airlines,"Near Nagy-Varad, Hungary",12,12
1941-01-20,China National Aviation Corporation,"Near Kian, China",5,6
1941-01-23,Trans Continental and Western Air,"Near Robertson, Missouri",2,13
1941-02-06,Trans Canada Air Lines,"Armstrong, ON, Canada",12,12
1941-02-26,Eastern Air Lines,"Atlanta, Georgia",9,16
1941-03-01,Deutsche Lufthansa,"Trontheim, Norway",3,12
1941-03-28,South African Airways,"Elands Bay, South Africa",10,10
1941-06-19,LARES,"Bucharest, Romania",15,15
1941-06-21,Manchurian Air Lines,Sea of Japan,18,18
1941-08-10,Military -Royal Air Force,"Arran, Scotland",22,22
1941-08-14,Military - Royal Air Force,"Ayr, Scotland",22,22
1941-08-18,Panair do Brasil,"Near Sao Paulo, Brazil",8,12
1941-09-01,Air France,"Bollemont, France",13,17
1941-09-01,British Overseas Airways,"Campbeltown, Argyll, Scotland",10,10
1941-10-03,Pan American World Airways,"San Juan, Puerto Rico",2,15
1941-10-28,Deutsche Lufthansa,,13,13
1941-10-30,Northwest Orient Airlines,"Near Moorhead, Minnesota",14,15
1941-10-30,American Airlines,"St. Thomas, Ontario, Canada",20,20
1941-12-11,Pan American Airways,"Miami, Florida",3,3
1942-01-16,Trans Continental and Western Air,"Near Las Vegas, Nevada",22,22
1942-01-20,Military - Royal Australian Air Force,"Manado, Indonesia",11,11
1942-01-24,KNILM,"Near Samarinda, Borneo",0,0
1942-01-26,KNILM,"Kupang, Timor",0,0
1942-01-30,Qantas,"Near Kupang, Timor",13,18
1942-02-14,China National Aviation Corporation,,0,0
1942-02-15,British Overseas Airways,"English Channel, near Plymouth, England",9,9
1942-02-20,Qantas,"Off Belmont, Brisbane, Australia",9,9
1942-02-28,British Overseas Airways,Indian Ocean,20,20
1942-03-03,Military - U.S. Army Air Force,"Off Broome, Australia",19,33
1942-03-03,KNILM,"Wyndham, Australia",8,12
1943-08-27,Aktiebolaget Aerotransport,North Sea,7,7
1942-03-14,China National Aviation Corporation,"Kunming, China",13,17
1942-04-21,Guinea Airways Limited,"Pine Creek, Australia",12,12
1942-05-01,United Air Lines,"Salt Lake City, Utah",17,17
1942-05-12,Northwest Orient Airlines,"Miles City, Montana",3,14
1942-07-01,Military - U.S. Army Air Forces,"Near Premier, West Virginia",21,21
1942-07-07,Military - Royal Australian Air Force,"Off Broken Head, Australia",10,10
1942-07-20,Military - Royal Air Force,"Llanfair, England",13,13
1942-08-13,Air France,"Algiers, Algeria",4,0
1942-08-21,Deutsche Lufthansa,,4,4
1942-08-22,KLM Royal Dutch Airlines,Trinidad,13,13
1942-08-23,Military - Royal Air Force,"Invergordon, England",13,14
1942-08-25,Military - Royal Air Force,"Near Dunbeath, Scotland",13,14
1942-09-27,Air France,"Ameur el Ain, Algeria",25,25
1942-10-01,China National Aviation Corporation,"Kunming, China",0,0
1942-10-01,Military - U.S. Army Air Forces,"Near Coamo, Puerto Rico",22,22
1942-10-03,American Export Airlines,"Botwood, Newfoundland",11,37
1942-10-22,Deutsche Lufthansa,,17,17
1942-10-23,American Airlines / Military - USAF,"Palm Springs, California",12,13
1942-10-30,Military - Royal Air Force,Norway,10,10
1942-12-15,Western Airlines,"Fairfield, Utah",17,19
1942-12-19,DLL,"Wien, Vienna",2,16
1943-01-09,British Overseas Airways,"River Tagus, Lisbon, Portugal",13,13
1943-01-15,Military - U.S. Army Air Forces,"Near Paramarino, Dutch Guyana",35,35
1943-01-18,Military - U.S. Army Air Forces,"Off the Brazilian coast,  AtlantiOcean",26,26
1943-01-21,Pan American World Airways,"Ukiah, California",19,19
1943-01-22,Pan American Grace Airlines,"Near Chaparra, Peru",14,15
1943-02-09,British Overseas Airways,"Near Gander, Newfoundland",19,21
1943-02-18,Private - Boeing Aircraft Company,"Seattle, Washington",10,10
1943-02-22,Pan American World Airways,"Lisbon, Portugal",25,39
1943-03-11,China National Aviation Corporation,"Luishui, China",3,3
1943-03-13,China National Aviation Corporation,"Himalaya, China",3,3
1943-03-27,Military - Royal Australian Air Force,"Archerfield Aerodrome, Queensland, Australia",24,24
1943-04-22,Qantas,"Off Port Moresby, New Guinea",13,13
1943-06-01,British Overseas Airways,Off the coast of France,17,17
1943-06-07,Military - U.S. Army Air Forces,"Red Springs, North Carolina",20,20
1943-06-14,Military - U.S. Army Air Forces,"Near Mackay, OLD, Australia",40,41
1943-06-16,British Overseas Airways,"Khartoum, Sudan",17,17
1943-06-30,British Overseas Airways,"Khartoum, Sudan",16,16
1943-07-04,,Gibraltar,12,13
1943-07-28,British Overseas Airways,"Brandon Head, Ireland",12,25
1943-07-28,American Airlines,"Trammel, Kentucky",20,22
1943-08-01,Military - U.S. Army Air Forces,"Ploesti, Romania",10,10
1943-08-07,Military - U.S. Air Force,"Off Townsville, Australia",27,27
1943-08-11,China National Aviation Corporation,"Fort Hertz, China",3,3
1943-08-27,VASP,"Rio de Janeiro, Brazil",18,21
1943-09-10,Military - U.S. Army Air Forces,"Off Galveston, Texas",22,22
1943-09-20,Military - U.S. Army Air Forces,"Near Maxton, North Carolina",25,25
1943-09-22,Military - U.S. Army Air Forces,"Near Calcutta, India",20,20
1943-10-15,American Airlines,"Near Centerville, Tennessee",15,15
1943-10-19,Military - Royal Canadian Air Force,"St. Donat, Quebec, Canada",24,24
1943-10-22,AB Aerotransport,"Hallo, Sweden",13,15
1943-10-22,Military - U.S. Army Air Forces,"Columbus, Georgia",20,20
1943-11-08,Military - Indian Air Force,"Poona, India",1,1
1943-11-19,China National Aviation Corporation,"Kunming, China",2,3
1943-11-19,China National Aviation Corporation,"Kunming, China",3,3
1943-11-26,Qantas,"Port Moresby, New Guinea",15,15
1943-12-18,China National Aviation Corporation,"Suifu, China",3,3
1943-12-19,Military - U.S. Air Force,"Canal Creek, Australia",31,31
1943-12-29,Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,"Lakeside, Utah",25,25
1944-01-15,Deutsche Lufthansa,"Belgrad, Yugoslavia",5,5
1944-02-10,American Airlines,"Memphis, Tennessee",24,24
1944-02-20,China National Aviation Corporation,China,2,2
1944-02-21,Deutsche Lufthansa,"Eubeoa, Greece",16,16
1944-03-22,Military - U.S. Army,New Guinea,21,21
1944-04-06,Pan American World Airways,"Near Nome, Alaska",6,6
1944-04-17,Deutsche Lufthansa,"Belgrad, Yugoslavia",5,7
1944-04-21,Deutsche Lufthansa,"Frederikstad, Norway",9,20
1944-04-25,Military - Royal Air Force,"Montreal, Canada",16,16
1944-05-26,China National Aviation Corporation,"Between Calcutta to Dinjan, China",12,12
1944-05-27,China National Aviation Corporation,"Off Calcutta, India",14,14
1944-06-06,Military - U.S. Army Air Forces,"Carentan, France",22,22
1944-06-06,Military - U.S. Army Air Forces,"Flamanville, France",22,22
1944-06-06,Military - U.S. Army Air Forces,"Barneville, France",22,22
1944-06-08,China National Aviation Corporation,"Kunming, China",6,6
1944-06-18,China National Aviation Corporation,"Kweilin, China",2,4
1944-06-20,Varig,"Porto Alegre, Brazil",10,10
1944-07-26,Military - U.S. Army Air Forces,North AtlantiOcean,26,26
1944-07-27,Military - U.S. Army Air Forces,"Port Logan, Scotland",22,22
1944-07-31,Pan American Airways,"Funafuti, Gilbert Islands, PacifiOcean",22,24
1944-08-03,Military - U.S. Army Air Forces,"Naper, Nebraska",28,28
1944-08-08,Pan American World Airways,"Off Antilla, Cuba",17,31
1944-08-12,Military - U.S. Navy,"Blythburgh, England",2,2
1944-08-23,Military - U.S. Air Force,"Freckelton, England",3,3
1944-08-28,Military - U.S. Army Air Forces,"Preswick, Scotland",20,20
1944-08-30,Panair do Brasil,"Sao Paulo, Brazil",16,16
1944-09-02,Deutsche Lufthansa,"Belgrad, Yugoslavia",5,5
1944-09-07,Military - Royal Netherlands East Indies Air Force,"Near Mossman, Queensland, Australia",20,20
1944-09-18,U. S. Air Force,Alaska,19,19
1944-09-21,Panair do Brasil,"Rio Doce, Brazil",17,17
1944-09-27,Deutsche Lufthansa,"Near Dijon, France",9,9
1945-06-30,Military - U.S. Air Force,Texas,12,12
1944-10-07,China National Aviation Corporation,"Near Sadiya, India",3,3
1944-10-10,Deutsche Lufthansa,Bosnia,7,7
1944-10-11,Qantas,"Sydney, Australia",1,30
1944-10-16,Deutsche Lufthansa,"Telemark, Norway",15,15
1944-10-17,Deutsche Lufthansa,Hungary,1,9
1944-10-18,Military - U.S. Army Air Forces,"Birkenhead, England",24,24
1944-11-04,Trans Continental and Western Air,"Hanford, California",24,24
1944-11-09,Military - U.S. Army Air Corps,"Seljord, Norway",0,0
1944-11-19,Military - U.S. Army Air Forces,"Lewes, England",25,30
1944-11-29,TACA,"Tegucigalpa, Nicaragua",16,16
1944-11-29,BOAC,Kenya,15,15
1944-11-29,Deutsche Lufthansa,"Malmo, Sweden",10,10
1944-11-30,China National Aviation Corporation,"Dinjan, China",3,3
1944-12-01,Trans Continental and Western Air,"Van Nuys, California",9,17
1944-12-03,Trans-Canada Air Lines,AtlantiOcean,5,5
1944-12-15,Military - U.S. Army Air Forces,English Channel,3,3
1945-01-06,China National Aviation Corporation,"Near Dinjan, India",4,4
1945-01-08,Pan American World Airways,"Port of Spain, Trinidad",23,30
1945-01-10,American Airlines,"Burbank, California",24,24
1945-01-14,China National Aviation Corporation,China,4,6
1945-01-16,China National Aviation Corporation,"Near Kunming, China",3,3
1945-01-23,Military - Royal Australian Air Force,"Timor, Indonesia",11,11
1945-01-31,Australian National Airways,"Redesdale, Australia",10,10
1945-02-02,Military - U.S. Army Air Forces,"Near Montieri, Italy",23,26
1945-02-06,Military -Royal Air Force,"Nunters Burgh, England",23,23
1945-02-13,Military - U.S. Navy,"Off Oakland, California",24,24
1945-02-15,Navegacao Aerea Brasileira,"Lagoa Santa, Brazil",11,11
1945-02-23,Military - United States Army Air Force,"Casablanca, Morocco",13,30
1945-02-23,American Airlines,"Marion, Virginia",17,22
1945-03-27,Military - U.S. Air Force,"Coral Sea, off Australia",24,24
1945-04-09,China National Aviation Corporation,"Kunming, China",3,3
1945-04-14,Pennsylvania Central Airlines,"Morgantown, West Virginia",20,20
1945-04-19,Military - U.S. Navy,"Near Perth, Australia",13,13
1945-04-20,,,18,18
1945-04-20,Military - U.S. Army Air Forces,"Sweetwater, Texas",25,25
1945-04-21,Deutsche Lufthansa,"Munchen, Germany",21,21
1945-04-23,Military - U.S. Air Force,"North Barrule, Isle of Man, England",31,31
1945-04-27,Page Airways,Washington D.C.,6,13
1945-05-05,Military - U.S. Army Air Forces,"Manus Island, New Guinea",21,21
1945-05-06,Military - U.S. Army Air Forces,"Hindhead, England",30,30
1945-05-09,Military -Royal Air Force,"Roye, France",31,31
1945-05-13,Military - U.S. Army Air Forces,"Netherlands, New Guinea",20,23
1945-05-30,Military - U.S. Army Air Forces,"Off Drewin, Ivory Coast",21,21
1945-06-15,China National Aviation Corporation,China,3,3
1945-06-24,MaRobertson Miller Airlines,"Gealdton, Australia",2,11
1945-06-25,Military -Royal Air Force,"Swanage, England",27,27
1945-06-29,Military - Royal Indian Air Force,"Bangalore, India",2,2
1945-07-04,Military -Royal Air Force,North AtlantiOcean,15,15
1945-07-11,Military - South African Air Force,"Near Kisumu, Kenya",28,28
1945-07-12,Eastern Air Lines / Military - U.S. Army Air Corps,"Near Florence, South Carolina",3,10
1945-07-28,Military - U.S. Army Air Forces,"New York, New York",3,3
1945-08-01,Lineas Aereas Mineras,"Near San Luis Potosi, Mexico",12,12
1945-08-03,Pan American World Airways,"Fort de France, Martinique",4,14
1945-08-11,Mexicana,"Ixtaccihuati, Mexico",16,16
1945-09-07,Eastern Air Lines,"Florence, South Carolina",22,22
1945-09-11,Military - Royal Australian Air Force,"Near Milne Bay, New Guinea",11,11
1945-09-15,Military - U.S. Army Air Forces,"Near Kansas, Missouri",23,24
1945-09-18,Military - Royal Australian Air Force,"Puncak Jaya, Papua New Guinea",29,29
1945-09-28,Military - United States Army Air Force,"Near Chihkiang, China",20,20
1945-10-05,National Airlines,"Lakeland, Florida",2,15
1945-10-05,Military -Royal Air Force,"Elvetham, England",23,23
1945-10-07,Military - Royal Air Force,"Rennes, France",26,26
1945-10-13,Military -Royal Air Force,"Melsbroek, Belgium",31,31
1945-10-16,Military - U.S. Army Air Forces,"Near Peking, China",59,59
1945-10-20,Military - Royal Australian Air Force,"Timor Sea, AtlantiOcean",25,25
1945-10-20,China National Aviation Corporation,"Between Shanghi and Canton, China",31,31
1945-10-23,Military - Royal Air Force,"Near Chiringa, India",14,14
1945-10-24,Faucett,"Tarapoto, Peru",5,5
1945-10-30,Military - U.S. Army Air Forces,"Chihchiang, China",45,50
1945-11-01,Military - U.S. Army Air Forces,"Herrenalb, Germany",26,30
1945-11-03,Military - U.S. Army Air Forces,"Near Chuka, India",44,44
1945-11-08,Military - U.S. Navy / Military - U.S. Navy,"Off Corpus Christi, Texas",22,27
1945-11-09,Military - U.S. Army Air Forces,"Near Boccadi, Italy",24,24
1945-11-11,Military - U.S. Army Air Forces,"Near Picinisco, Italy",20,20
1945-11-11,Military -Royal Air Force,"Near Castel, Libya",29,29
1945-11-11,Military - U.S. Army,Himalayas,44,44
1945-11-15,Military - Royal Australian Air Force,"New Britain Island, New Guinea",28,28
1945-11-22,Military -Royal Air Force,"White's Farm, England",27,27
1945-12-03,Military -Royal Air Force,"Near Rochefort , France",28,28
1945-12-05,Military - U.S. Navy,Off the Florida coast,14,14
1945-12-08,Military - U.S. Army,"Near Billings, Montana",17,21
1945-12-18,Military - Royal Air Force,"Voksenkollen, Norway",15,17
1945-12-25,Air France,"Bangui, French Equatorial Africa",8,8
1945-12-30,Eastern Air Lines,"New York City, New York",1,12
1946-01-06,Pennsylvania Central Airlines,"Birmingham, Alabama",3,11
1946-01-09,Military - Chinese Air Force,"Changchun, China",18,18
1946-01-15,Military -Royal Air Force,"Marseilles, France",23,25
1946-01-18,Eastern Air Lines,"Cheshire, Connecticut",17,17
1946-01-19,Mililtary - Royal Canadian Air Force,"Crowsnest Pass, Alberta, Canada",7,7
1946-01-30,Military - Royal Air Force,"Near Le Mans, France",11,11
1946-01-31,United Air Lines,"Mt. Elk, Wyoming",21,21
1946-02-05,Military - U.S. Army Air Forces,"Negros, Philippines",20,20
1946-02-21,British Overseas Airways,"Charlottetown, PE, Canada",1,14
1946-03-03,American Airlines,"Live Oak Springs, California",27,27
1946-03-05,Ceskoslovenske Aerolinie,"Near Prague, Czechoslovakia",10,14
1946-03-10,Australian National Airways,"Off Hobart, Tasmania",25,25
1946-03-17,Military - Chinese Air Force,"Near Nanking, China",20,20
1946-03-18,China National Aviation Corporation,"Between Chungking and Shanghai, China",0,0
